,ndc_description_agg
26304,GLOPERBA 0.6MG/5ML ORAL
26305,GLOPERBA 0.6MG/5ML ORAL
26306,GRANISOL EQ 2MG BASE/10ML ORAL
26307,HALOPERIDOL LACTATE EQ 1MG BASE/ML ORAL
26308,HEMANGEOL 4.28MG/ML ORAL
26309,HEMANGEOL 4.28MG/ML ORAL
26310,HICON 1-250mCi/0.25ML ORAL
26311,HICON 1-500mCi/0.5ML ORAL
26312,HICON 1-1000mCi/ML ORAL
26313,HICON 250-1000mCi ORAL
26314,HYCOFENIX 200MG/5ML;2.5MG/5ML;30MG/5ML ORAL
26315,HYDERGINE 1MG/ML ORAL
26316,HYDROCHLOROTHIAZIDE 50MG/5ML ORAL
26317,HYDROCHLOROTHIAZIDE 50MG/5ML ORAL
26318,HYDROCHLOROTHIAZIDE INTENSOL 100MG/ML ORAL
26319,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL
26320,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;7.5MG/15ML ORAL
26321,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;10MG/15ML ORAL
26322,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 300MG/15ML;10MG/15ML ORAL
26323,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL
26324,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;5MG/15ML ORAL
26325,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;5MG/15ML ORAL
26326,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;7.5MG/15ML ORAL
26327,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;7.5MG/15ML ORAL
26328,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL
26329,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;10MG/15ML ORAL
26330,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;7.5MG/15ML ORAL
26331,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500MG/15ML;7.5MG/15ML ORAL
26332,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL
26333,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL
26334,HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE 4MG/5ML;5MG/5ML ORAL
26335,HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE 4MG/5ML;5MG/5ML ORAL
26336,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 5MG/5ML;60MG/5ML ORAL
26337,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 5MG/5ML;60MG/5ML ORAL
26338,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 5MG/5ML;60MG/5ML ORAL
26339,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 5MG/5ML;60MG/5ML ORAL
26340,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 4MG/5ML;5MG/5ML;60MG/5ML ORAL"
26341,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 4MG/5ML;5MG/5ML;60MG/5ML ORAL"
26342,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 4MG/5ML;5MG/5ML;60MG/5ML ORAL"
26343,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 4MG/5ML;5MG/5ML;60MG/5ML ORAL"
26344,HYDROMORPHONE HYDROCHLORIDE 5MG/5ML ORAL
26345,HYDROMORPHONE HYDROCHLORIDE 5MG/5ML ORAL
26346,IMODIUM 1MG/5ML ORAL
26347,IMODIUM A-D 1MG/5ML ORAL
26348,IODOTOPE 7-106mCi/BOT ORAL
26349,ISMOTIC 100GM/220ML ORAL
26350,ITRACONAZOLE 10MG/ML ORAL
26351,KALETRA 80MG/ML;20MG/ML ORAL
26352,KALETRA 80MG/ML;20MG/ML ORAL
26353,KALETRA 80MG/ML;20MG/ML ORAL
26354,KEPPRA 100MG/ML ORAL
26355,KYTRIL EQ 2MG BASE/10ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26356,LACTULOSE 10GM/15ML ORAL
26357,LACTULOSE 10GM/15ML ORAL
26358,LACTULOSE 10GM/15ML ORAL
26359,LACTULOSE 10GM/15ML ORAL
26360,LACTULOSE 10GM/15ML ORAL
26361,LACTULOSE 10GM/15ML ORAL
26362,LACTULOSE 10GM/15ML ORAL
26363,LACTULOSE 10GM/15ML ORAL
26364,LACTULOSE 10GM/15ML ORAL
26365,LACTULOSE 10GM/15ML ORAL
26366,LACTULOSE 10GM/15ML ORAL
26367,LACTULOSE 10GM/15ML ORAL
26368,LACTULOSE 10GM/15ML ORAL
26369,LAMIVUDINE 10MG/ML ORAL
26370,LAMIVUDINE 10MG/ML ORAL
26371,LASIX 10MG/ML ORAL
26372,LAXILOSE 10GM/15ML ORAL
26373,LEVAQUIN 250MG/10ML ORAL
26374,LEVAQUIN 250MG/10ML ORAL
26375,LEVETIRACETAM 100MG/ML ORAL
26376,LEVETIRACETAM 100MG/ML ORAL
26377,LEVETIRACETAM 100MG/ML ORAL
26378,LEVETIRACETAM 100MG/ML ORAL
26379,LEVETIRACETAM 100MG/ML ORAL
26380,LEVETIRACETAM 100MG/ML ORAL
26381,LEVETIRACETAM 100MG/ML ORAL
26382,LEVETIRACETAM 100MG/ML ORAL
26383,LEVETIRACETAM 100MG/ML ORAL
26384,LEVETIRACETAM 100MG/ML ORAL
26385,LEVETIRACETAM 100MG/ML ORAL
26386,LEVETIRACETAM 100MG/ML ORAL
26387,LEVETIRACETAM 100MG/ML ORAL
26388,LEVETIRACETAM 100MG/ML ORAL
26389,LEVETIRACETAM 100MG/ML ORAL
26390,LEVETIRACETAM 100MG/ML ORAL
26391,LEVETIRACETAM 100MG/ML ORAL
26392,LEVOCARNITINE 1GM/10ML ORAL
26393,LEVOCARNITINE 1GM/10ML ORAL
26394,LEVOCETIRIZINE DIHYDROCHLORIDE 2.5MG/5ML ORAL
26395,LEVOCETIRIZINE DIHYDROCHLORIDE 2.5MG/5ML ORAL
26396,LEVOCETIRIZINE DIHYDROCHLORIDE 2.5MG/5ML ORAL
26397,LEVOCETIRIZINE DIHYDROCHLORIDE 2.5MG/5ML ORAL
26398,LEVOCETIRIZINE HYDROCHLORIDE 2.5MG/5ML ORAL
26399,LEVOFLOXACIN 250MG/10ML ORAL
26400,LEVOFLOXACIN 250MG/10ML ORAL
26401,LEXAPRO EQ 5MG BASE/5ML ORAL
26402,LIDOCAINE HYDROCHLORIDE 2% ORAL
26403,LIDOCAINE HYDROCHLORIDE 2% ORAL
26404,LIDOCAINE HYDROCHLORIDE VISCOUS 2% ORAL
26405,LIDOCAINE HYDROCHLORIDE VISCOUS 2% ORAL
26406,LIDOCAINE HYDROCHLORIDE VISCOUS 2% ORAL
26407,LIDOCAINE VISCOUS 2% ORAL
26408,LOMANATE 0.025MG/5ML;2.5MG/5ML ORAL
26409,LOMOTIL 0.025MG/5ML;2.5MG/5ML ORAL
26410,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26411,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26412,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26413,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26414,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26415,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26416,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26417,LOPERAMIDE HYDROCHLORIDE 1MG/5ML ORAL
26418,LOPINAVIR AND RITONAVIR 80MG/ML;20MG/ML ORAL
26419,LORAZEPAM 0.5MG/5ML ORAL
26420,LYRICA 20MG/ML ORAL
26421,LYRICA 20MG/ML ORAL
26422,LYRICA 20MG/ML ORAL
26423,LYRICA 20MG/ML ORAL
26424,LYRICA 20MG/ML ORAL
26425,LYRICA 20MG/ML ORAL
26426,LYRICA 20MG/ML ORAL
26427,LYRICA 20MG/ML ORAL
26428,LYRICA 20MG/ML ORAL
26429,LYRICA 20MG/ML ORAL
26430,LYRICA 20MG/ML ORAL
26431,LYRICA 20MG/ML ORAL
26432,LYRICA 20MG/ML ORAL
26433,LYRICA 20MG/ML ORAL
26434,LYRICA 20MG/ML ORAL
26435,LYRICA 20MG/ML ORAL
26436,LYRICA 20MG/ML ORAL
26437,LYRICA 20MG/ML ORAL
26438,MEMANTINE HYDROCHLORIDE 2MG/ML ORAL
26439,MEMANTINE HYDROCHLORIDE 2MG/ML ORAL
26440,MEMANTINE HYDROCHLORIDE 2MG/ML ORAL
26441,MEMANTINE HYDROCHLORIDE 2MG/ML ORAL
26442,METHADONE HYDROCHLORIDE 5MG/5ML ORAL
26443,METHADONE HYDROCHLORIDE 10MG/5ML ORAL
26444,METHADONE HYDROCHLORIDE 5MG/5ML ORAL
26445,METHADONE HYDROCHLORIDE 10MG/5ML ORAL
26446,METHYLIN 5MG/5ML ORAL
26447,METHYLIN 10MG/5ML ORAL
26448,METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML ORAL
26449,METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML ORAL
26450,METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML ORAL
26451,METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML ORAL
26452,METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML ORAL
26453,METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML ORAL
26454,METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML ORAL
26455,METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML ORAL
26456,METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML ORAL
26457,METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML ORAL
26458,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26459,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26460,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26461,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26462,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26463,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26464,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26465,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26466,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26467,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26468,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML ORAL
26469,MORPHINE SULFATE 10MG/5ML ORAL
26470,MORPHINE SULFATE 20MG/5ML ORAL
26471,MORPHINE SULFATE 100MG/5ML ORAL
26472,MORPHINE SULFATE 100MG/5ML ORAL
26473,MORPHINE SULFATE 10MG/5ML ORAL
26474,MORPHINE SULFATE 20MG/5ML ORAL
26475,MORPHINE SULFATE 100MG/5ML ORAL
26476,MORPHINE SULFATE 10MG/5ML ORAL
26477,MORPHINE SULFATE 20MG/5ML ORAL
26478,MORPHINE SULFATE 100MG/5ML ORAL
26479,MORPHINE SULFATE 100MG/5ML ORAL
26480,MORPHINE SULFATE 100MG/5ML ORAL
26481,MORPHINE SULFATE 10MG/5ML ORAL
26482,MORPHINE SULFATE 20MG/5ML ORAL
26483,MORPHINE SULFATE 100MG/5ML ORAL
26484,MORPHINE SULFATE 100MG/5ML ORAL
26485,MORPHINE SULFATE 10MG/5ML ORAL
26486,MORPHINE SULFATE 20MG/5ML ORAL
26487,MORPHINE SULFATE 100MG/5ML ORAL
26488,MORPHINE SULFATE 10MG/5ML ORAL
26489,MORPHINE SULFATE 20MG/5ML ORAL
26490,MORPHINE SULFATE 10MG/5ML ORAL
26491,MORPHINE SULFATE 20MG/5ML ORAL
26492,MORPHINE SULFATE 100MG/5ML ORAL
26493,MYCIFRADIN EQ 87.5MG BASE/5ML ORAL
26494,NAMENDA 2MG/ML ORAL
26495,NEO-FRADIN EQ 87.5MG BASE/5ML ORAL
26496,NEORAL 100MG/ML ORAL
26497,NEURONTIN 250MG/5ML ORAL
26498,NEURONTIN 250MG/5ML ORAL
26499,NIZATIDINE 15MG/ML ORAL
26500,NORTRIPTYLINE HYDROCHLORIDE EQ 10MG BASE/5ML ORAL
26501,NORTRIPTYLINE HYDROCHLORIDE EQ 10MG BASE/5ML ORAL
26502,NORVIR 80MG/ML ORAL
26503,NUCYNTA EQ 20MG BASE/ML ORAL
26504,NUCYNTA EQ 20MG BASE/ML ORAL
26505,NYMALIZE 60MG/20ML ORAL
26506,OBREDON 200MG/5ML;2.5MG/5ML ORAL
26507,OBREDON 200MG/5ML;2.5MG/5ML ORAL
26508,OBREDON 200MG/5ML;2.5MG/5ML ORAL
26509,OCL 6GM/100ML;75MG/100ML;168MG/100ML;146MG/100ML;1.29GM/100ML ORAL
26510,OMNIPAQUE 12 2.6% ORAL
26511,OMNIPAQUE 9 1.9% ORAL
26512,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26513,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26514,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26515,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26516,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26517,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE/5ML ORAL
26518,ORAPRED EQ 15MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26519,OXTRIPHYLLINE 100MG/5ML ORAL
26520,OXYCODONE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL
26521,OXYCODONE AND ACETAMINOPHEN 300MG/5ML;10MG/5ML ORAL
26522,OXYCODONE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL
26523,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26524,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26525,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26526,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26527,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26528,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26529,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26530,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26531,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26532,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26533,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26534,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26535,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26536,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26537,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26538,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26539,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26540,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26541,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26542,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26543,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26544,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26545,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26546,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26547,OXYCODONE HYDROCHLORIDE 100MG/5ML ORAL
26548,OXYCODONE HYDROCHLORIDE 5MG/5ML ORAL
26549,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL
26550,PAMELOR EQ 10MG BASE/5ML ORAL
26551,PARADIONE 300MG/ML ORAL
26552,PEDIAPRED EQ 5MG BASE/5ML ORAL
26553,PHOSLYRA 667MG/5ML ORAL
26554,PHOSLYRA 667MG/5ML ORAL
26555,PHOSLYRA 667MG/5ML ORAL
26556,POTASSIUM CHLORIDE 20MEQ/15ML ORAL
26557,POTASSIUM CHLORIDE 40MEQ/15ML ORAL
26558,POTASSIUM CHLORIDE 20MEQ/15ML ORAL
26559,POTASSIUM CHLORIDE 40MEQ/15ML ORAL
26560,POTASSIUM CHLORIDE 20MEQ/15ML ORAL
26561,POTASSIUM CHLORIDE 40MEQ/15ML ORAL
26562,POTASSIUM CHLORIDE 20MEQ/15ML ORAL
26563,POTASSIUM CHLORIDE 40MEQ/15ML ORAL
26564,POTASSIUM CHLORIDE 20MEQ/15ML ORAL
26565,POTASSIUM CHLORIDE 40MEQ/15ML ORAL
26566,POTASSIUM IODIDE 65MG/ML ORAL
26567,POTASSIUM IODIDE 1GM/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26568,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26569,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26570,PREDNISOLONE SODIUM PHOSPHATE EQ 10MG BASE/5ML ORAL
26571,PREDNISOLONE SODIUM PHOSPHATE EQ 20MG BASE/5ML ORAL
26572,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26573,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26574,PREDNISOLONE SODIUM PHOSPHATE EQ 25MG BASE/5ML ORAL
26575,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26576,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26577,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26578,PREDNISOLONE SODIUM PHOSPHATE EQ 10MG BASE/5ML ORAL
26579,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26580,PREDNISOLONE SODIUM PHOSPHATE EQ 20MG BASE/5ML ORAL
26581,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26582,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26583,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26584,PREDNISOLONE SODIUM PHOSPHATE EQ 5MG BASE/5ML ORAL
26585,PREDNISOLONE SODIUM PHOSPHATE EQ 15MG BASE/5ML ORAL
26586,PREDNISONE 5MG/5ML ORAL
26587,PREDNISONE 5MG/5ML ORAL
26588,PREDNISONE INTENSOL 5MG/ML ORAL
26589,PREXXARTAN 20MG/5ML ORAL
26590,PREXXARTAN 80MG/20ML ORAL
26591,PRIMSOL EQ 25MG BASE/5ML ORAL
26592,PRIMSOL EQ 50MG BASE/5ML ORAL
26593,PROPRANOLOL HYDROCHLORIDE 20MG/5ML ORAL
26594,PROPRANOLOL HYDROCHLORIDE 40MG/5ML ORAL
26595,PROPRANOLOL HYDROCHLORIDE 20MG/5ML ORAL
26596,PROPRANOLOL HYDROCHLORIDE 40MG/5ML ORAL
26597,PROZAC EQ 20MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26598,QBRELIS 1MG/ML ORAL
26599,QBRELIS 1MG/ML ORAL
26600,QBRELIS 1MG/ML ORAL
26601,QBRELIS 1MG/ML ORAL
26602,QBRELIS 1MG/ML ORAL
26603,QBRELIS 1MG/ML ORAL
26604,QBRELIS 1MG/ML ORAL
26605,QBRELIS 1MG/ML ORAL
26606,QBRELIS 1MG/ML ORAL
26607,QBRELIS 1MG/ML ORAL
26608,QBRELIS 1MG/ML ORAL
26609,QBRELIS 1MG/ML ORAL
26610,QBRELIS 1MG/ML ORAL
26611,QBRELIS 1MG/ML ORAL
26612,QBRELIS 1MG/ML ORAL
26613,QBRELIS 1MG/ML ORAL
26614,QBRELIS 1MG/ML ORAL
26615,RAPAMUNE 1MG/ML ORAL
26616,RAZADYNE 4MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26617,REBETOL 40MG/ML ORAL
26618,REBETOL 40MG/ML ORAL
26619,REGLAN EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26620,REZIRA 5MG/5ML;60MG/5ML ORAL
26621,RIOMET 500MG/5ML ORAL
26622,RISPERDAL 1MG/ML ORAL
26623,RISPERIDONE 1MG/ML ORAL
26624,RISPERIDONE 1MG/ML ORAL
26625,RISPERIDONE 1MG/ML ORAL
26626,RISPERIDONE 1MG/ML ORAL
26627,RISPERIDONE 1MG/ML ORAL
26628,RISPERIDONE 1MG/ML ORAL
26629,RISPERIDONE 1MG/ML ORAL
26630,RISPERIDONE 1MG/ML ORAL
26631,RISPERIDONE 1MG/ML ORAL
26632,RISPERIDONE 1MG/ML ORAL
26633,RISPERIDONE 1MG/ML ORAL
26634,RISPERIDONE 1MG/ML ORAL
26635,ROCALTROL 1MCG/ML ORAL
26636,ROXICET 325MG/5ML;5MG/5ML ORAL
26637,SANDIMMUNE 100MG/ML ORAL
26638,SELZENTRY 20MG/ML ORAL
26639,SELZENTRY 20MG/ML ORAL
26640,SELZENTRY 20MG/ML ORAL
26641,SELZENTRY 20MG/ML ORAL
26642,SIROLIMUS 1MG/ML ORAL
26643,SODIUM IODIDE I 123 2mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26644,SODIUM IODIDE I 131 50mCi/ML ORAL
26645,SODIUM IODIDE I 131 3.5-150mCi/VIAL ORAL
26646,SODIUM OXYBATE 500MG/ML ORAL
26647,"SODIUM SULFATE, POTASSIUM SULFATE AND MAGNESIUM SULFATE 1.6GM/BOT;3.13GM/BOT;17.5GM/BOT ORAL"
26648,SOLTAMOX EQ 20MG BASE/10ML ORAL
26649,SOMOPHYLLIN 105MG/5ML ORAL
26650,SOMOPHYLLIN-DF 105MG/5ML ORAL
26651,SOTYLIZE 5MG/ML (5MG/ML) ORAL
26652,SOTYLIZE 5MG/ML (5MG/ML) ORAL
26653,SOTYLIZE 5MG/ML (5MG/ML) ORAL
26654,SPORANOX 10MG/ML ORAL
26655,"SUCLEAR 1.6GM/BOT,3.13GM/BOT,17.5GM/BOT,N/A,N/A,N/A,N/A;N/A,N/A,N/A,210GM,0.74GM,2.86GM,5.6GM **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL"
26656,"SUCRAID 8,500 IU/ML ORAL"
26657,"SUCRAID 8,500 IU/ML ORAL"
26658,"SUCRAID 8,500 IU/ML ORAL"
26659,SUPREP BOWEL PREP KIT 1.6GM/BOT;3.13GM/BOT;17.5GM/BOT ORAL
26660,SYNDROS 5MG/ML ORAL
26661,SYNDROS 5MG/ML ORAL
26662,SYNDROS 5MG/ML ORAL
26663,TAGAMET EQ 300MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
26664,TECHNETIUM TC 99M SULFUR COLLOID 3mCi/ML ORAL
26665,THEOLAIR 80MG/15ML ORAL
26666,THEOPHYLLINE 80MG/15ML ORAL
26667,THEOPHYLLINE 80MG/15ML ORAL
26668,THEOPHYLLINE 80MG/15ML ORAL
26669,THYROSHIELD 65MG/ML ORAL
26670,TIROSINT-SOL 13MCG/ML ORAL
26671,TIROSINT-SOL 25MCG/ML ORAL
26672,TIROSINT-SOL 50MCG/ML ORAL
26673,TIROSINT-SOL 75MCG/ML ORAL
26674,TIROSINT-SOL 88MCG/ML ORAL
26675,TIROSINT-SOL 100MCG/ML ORAL
26676,TIROSINT-SOL 112MCG/ML ORAL
26677,TIROSINT-SOL 125MCG/ML ORAL
26678,TIROSINT-SOL 137MCG/ML ORAL
26679,TIROSINT-SOL 150MCG/ML ORAL
26680,TIROSINT-SOL 175MCG/ML ORAL
26681,TIROSINT-SOL 200MCG/ML ORAL
26682,TRICLOS 1.5GM/15ML ORAL
26683,TRIDIONE 200MG/5ML ORAL
26684,TYLENOL W/ CODEINE 120MG/5ML;12MG/5ML ORAL
26685,TYZEKA 100MG/5ML ORAL
26686,TYZEKA 100MG/5ML ORAL
26687,TYZEKA 100MG/5ML ORAL
26688,TYZEKA 100MG/5ML ORAL
26689,TYZEKA 100MG/5ML ORAL
26690,TYZEKA 100MG/5ML ORAL
26691,UCEPHAN 100MG/ML;100MG/ML ORAL
26692,VIMPAT 10MG/ML ORAL
26693,VIMPAT 10MG/ML ORAL
26694,VITRAKVI EQ 20MG BASE/ML ORAL
26695,VITRAKVI EQ 20MG BASE/ML ORAL
26696,VITRAKVI EQ 20MG BASE/ML ORAL
26697,VITRAKVI EQ 20MG BASE/ML ORAL
26698,VITRAKVI EQ 20MG BASE/ML ORAL
26699,VITRAKVI EQ 20MG BASE/ML ORAL
26700,VITRAKVI EQ 20MG BASE/ML ORAL
26701,VITRAKVI EQ 20MG BASE/ML ORAL
26702,VITRAKVI EQ 20MG BASE/ML ORAL
26703,VITRAKVI EQ 20MG BASE/ML ORAL
26704,VITRAKVI EQ 20MG BASE/ML ORAL
26705,VITRAKVI EQ 20MG BASE/ML ORAL
26706,VITRAKVI EQ 20MG BASE/ML ORAL
26707,VITRAKVI EQ 20MG BASE/ML ORAL
26708,VITRAKVI EQ 20MG BASE/ML ORAL
26709,VITRAKVI EQ 20MG BASE/ML ORAL
26710,VITRAKVI EQ 20MG BASE/ML ORAL
26711,VITRAKVI EQ 20MG BASE/ML ORAL
26712,VITRAKVI EQ 20MG BASE/ML ORAL
26713,VITRAKVI EQ 20MG BASE/ML ORAL
26714,VITRAKVI EQ 20MG BASE/ML ORAL
26715,VITRAKVI EQ 20MG BASE/ML ORAL
26716,VITRAKVI EQ 20MG BASE/ML ORAL
26717,VITRAKVI EQ 20MG BASE/ML ORAL
26718,VITRAKVI EQ 20MG BASE/ML ORAL
26719,VITRAKVI EQ 20MG BASE/ML ORAL
26720,VITRAKVI EQ 20MG BASE/ML ORAL
26721,VITRAKVI EQ 20MG BASE/ML ORAL
26722,VITRAKVI EQ 20MG BASE/ML ORAL
26723,VITRAKVI EQ 20MG BASE/ML ORAL
26724,VITRAKVI EQ 20MG BASE/ML ORAL
26725,VITRAKVI EQ 20MG BASE/ML ORAL
26726,VITRAKVI EQ 20MG BASE/ML ORAL
26727,VITRAKVI EQ 20MG BASE/ML ORAL
26728,VITRAKVI EQ 20MG BASE/ML ORAL
26729,VITRAKVI EQ 20MG BASE/ML ORAL
26730,VITRAKVI EQ 20MG BASE/ML ORAL
26731,VITRAKVI EQ 20MG BASE/ML ORAL
26732,VITRAKVI EQ 20MG BASE/ML ORAL
26733,VITRAKVI EQ 20MG BASE/ML ORAL
26734,VITRAKVI EQ 20MG BASE/ML ORAL
26735,VITRAKVI EQ 20MG BASE/ML ORAL
26736,VITRAKVI EQ 20MG BASE/ML ORAL
26737,VITRAKVI EQ 20MG BASE/ML ORAL
26738,VITUZ 4MG/5ML;5MG/5ML ORAL
